Num;Name;Smiles;Melting_point;LogP;
1;DB03467;[H]C1(C2=CC=C(O)C=C2)CC(=O)C2=C(O1)C=C(O)C=C2O;251,0;0
2;DB03560;O=CC1=CC=C(O)C=C1;117,0;0
3;DB03568;CCCC(=O)O;-5,7;0
4;DB03575;C1=CC=C(C2(N3CCCCC3)CCCCC2)C=C1;46,5;0
5;DB03585;CCCCC1C(=O)N(C2=CC=CC=C2)N(C2=CC=C(O)C=C2)C1=O;96,0;0
6;DB03600;CCCCCCCCCC(=O)O;31,9;0
7;DB03603;[O-]C(=O)C(O)C(O)C(C(O)C([O-])=O)O;125,5;0
8;DB03659;CCCCN;-49,1;0
9;DB03685;OP(O)(OCC1OC(N2C=CC(=O)NC2=O)C(O)C1O)=O;202,0;0
10;DB03728;O=C(O)C1=CC=C(Cl)C=C1;243,0;0
11;DB03766;CCC(=O)O;-20,7;0
12;DB03940;NC(=O)C(O)=O;210,0;0
13;DB03994;NCCO;10,5;0
14;DB04026;CN1C2CCC1CC(O)C2;109,0;0
15;DB04074;CC(C)C(C(=O)O)=O;31,5;0
16;DB04075;CC(NC(CCC(O)=O)C(O)=O)=O;199,0;0
17;DB04076;O=C1NC=Nc2ncnc21;150,0;0
18;DB04120;CC1=CC=C(O)C(O)=C1;65,0;0
19;DB04183;CC(C(O)=O)C(O)=O;135,0;0
20;DB04193;NC(C(=O)O)CCO;203,0;0
21;DB04299;OC(=O)C=CC(O)=O;130,5;0
22;DB04325;[NH3+]CCC1=CC=CC=C1;-60,0;0
23;DB04329;C1=CC=C2C=NC=CC2=C1;26,47;0
24;DB04335;O=C1N=CNC2=C1N=CN2C1OC(CO)C(O)C1O;218,0;0
25;DB04348;CC(CCC(NCCS(O)(=O)=O)=O)C1C2(C)C(O)CC3C4(C)CCC(O)CC4CC(O)C3C2CC1;125,0;0
26;DB04417;O=[N+]([O-])C1=CC=C(O)C=C1;113,8;0
27;DB04440;OCC1OC(N2C=[NH+]C3=C2N=CN=C3)C(O)C1O;181,0;0
28;DB04465;OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O;201,5;0
29;DB04485;CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O;186,5;0
30;DB04528;[O-][N+](C1=CC=C(O)C([N+]([O-])=O)=C1)=O;115,5;0
31;DB04539;OC(=O)C[NH2+]CP(O)(O)=O;189,5;0
32;DB04540;CC(C)CCCC(C)C1C2(C)CCC3C4(C)C(=CCC3C2CC1)CC(O)CC4;148,5;0
33;DB04553;CCC(C(=O)O)=O;33,0;0
34;DB04571;CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1;234,5;0
35;DB04580;CN1C(=O)C=CC2=CC=CC=C12;74,0;0
36;DB04586;OC1=CC=CC=C1Br;5,6;0
37;DB04605;NC1=CC=CC2=C1C=CN=C2;128,0;0
38;DB04620;NC1(C(=O)O)CCCC1;330,0;0
39;DB04690;CCC1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C31)C2=O;276,0;0
40;DB04711;OC(=O)C1=C(I)C(NC(CCCCC(NC2=C(I)C=C(I)C(C(O)=O)=C2I)=O)=O)=C(I)C=C1I;307,0;0
41;DB04795;FC(F)(F)C(CC(=O)C1=CC=CS1)=O;42,0;0
42;DB04812;CC(C(=O)O)C1=CC2=C(C=C1)OC(C1=CC=C(Cl)C=C1)=N2;196,0;0
43;DB04821;CN1CC2=C(C(C3=CC=CC=C3)C1)C=CC=C2N;180,0;0
44;DB04826;CN1CCC(N(CC2=CC=CS2)C2=CC=CC=C2)CC1;96,0;0
45;DB04838;CC1CC(OC(=O)C(O)C2=CC=CC=C2)CC(C)(C)C1;51,5;0
46;DB04864;CC=C1C2CC3=C(C1(N)CC(C)=C2)C=CC(=O)N3;218,0;0
47;DB04936;O=C(CO)C(C(C(CO)O)O)O;134,0;0
48;DB05137;CN1C(CC(=O)C2=CC=CC=C2)CCCC1CC(O)C1=CC=CC=C1;130,5;0
49;DB06147;NC1=CC=C(S(=O)(=O)NC2=NC=CS2)C=C1;189,0;0
50;DB06150;COC1=NC(OC)=NC(NS(C2=CC=C(N)C=C2)(=O)=O)=C1;203,5;0
51;DB06678;[H]C12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1;115,0;0
52;DB06728;NC1=CC=CC=C1;-6,0;0
53;DB06738;CCC(=O)C1(C2=CC(O)=CC=C2)CCN(C)CC1;156,5;0
54;DB06803;ClC1=CC(C(=O)NC2=C(Cl)C=C([N+]([O-])=O)C=C2)=C(O)C=C1;230,0;0
55;DB08797;NC(=O)C1=CC=CC=C1O;142,0;0
56;DB08798;CC1=C(C)OC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1;193,0;0
57;DB08802;CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C;214,5;0
58;DB08943;ClC1=CC(Cl)=C(C(OCC2=C(Cl)C=CC=C2Cl)CN2C=CN=C2)C=C1;179,0;0
59;DB08951;CC(C(=O)O)C1=CC=C(N2CC3=CC=CC=C3C2=O)C=C1;209,0;0
60;DB08953;C1=C(CCC2CCNCC2)C2=CC=CC=C2N1;167,0;0
61;DB08955;ON=C(O)C(C)C1=CC=C(CC(C)C)C=C1;120,0;0
62;DB08957;OC(CNCCCCCCNCC(O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1;225,0;0
63;DB08959;CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1;185,0;0
64;DB08966;CC(N(C=O)CC1=CN=C(C)NC1=N)=C(CCO)SSCC1OCCC1;132,0;0
65;DB08968;CN(CC(=O)N1CCOCC1)CC1=C(Cl)C=CC=C1N=C(O)C1=CC=CC=C1;207,0;0
66;DB08978;[Br-].C[N+]1(CC(=O)C2=CC=C(C3=CC=CC=C3)C=C2)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2;193,5;0
67;DB08979;OC1=NCC2(O1)CCN(CCC1=CC=CC=C1)CC2;232,5;0
68;DB08981;O=C(O)CCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1;186,0;0
69;DB08983;CC(C)(OC1=CC=C(Cl)C=C1)C(OCCOC(=O)C1=CN=CC=C1)=O;214,0;0
70;DB08985;CCNCC(O)C1=CC(O)=CC=C1;208,5;0
71;DB08988;CCOC(=O)C1(C2=CC=CC=C2)CCCN(C)CC1;123,0;0
72;DB08990;Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1;160,0;0
73;DB08992;CCC1=CC=C(C(=O)C(C)CN2CCCCC2)C=C1;171,0;0
74;DB08998;CNCCON=C1C2=CC=CC=C2C=CC2=CC=CC=C12;232,5;0
75;DB09000;CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=C(C#N)C=C2;204,5;0
76;DB09007;CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1;128,0;0
77;DB09013;CC(=O)C1CC2=C(O1)C(OCC(O)CNC(C)C)=CC=C2;115,0;0
78;DB09014;CCCCSC1=CC=C(C(SCCN(C)C)C2=CC=CC=C2)C=C1;124,0;0
